date,year,quarter,assets,total_nii,normalized_nii,credit_loss_allowances,card_interchange_fees,earnings_life_insurance,atm_fees,check_printing_fees,fiduciary_activities,sale_mutual_funds,insurcance_commissions,investment_banking_fees,net_change_fair_value,ng_assets_fv,ng_credit_deriv,ng_sale_loans,ng_other_assets,ng_other_real_estate,net_sec_income,net_servicing_fees,res_mortgages_closed,res_mortgages_open,other_adj_equity,other_nii,rent_other_real_estate,safe_deposit_rent,service_charges,total_nii,total_tr,tr_comm,tr_credit,tr_equity,tr_foreign_ex,tr_int_rt_exp,vc_rev,PRIV.NVC.EWMA,PRIV.NVC.PEA,PRIV.PLACE.FIN.LP.SDC,PRIV.PLACE.FIN.SDC,PRIV.PLACE.NF.SDC,PRIV.TOTAL,PRIV.VC.PWC,MERG.ANN.DOM.CASH,MERG.COMP.DOM.CASH,MERG.COMP.DOM.LIAB,MERG.COMP.DOM.STOCK,MERG.COMP.FOR.CASH,MERG.COMP.FOR.LIAB,MERG.COMP.FOR,MERG.COMP.FOR.STOCK,US GDP,Baltic Dry Index,euro_area_gdp,jp_gdp,gb_gdp,mx_gdp,la_gdp,GSCI,MSCI EURO WORLD INDEX,Henry Hub Natural Gas,Brent Crude Oil,,NF.INV,NF.JUNK,NF.UNRATED,FIN.INV,FIN.JUNK,FIN.UNRATED,ISS.DOM.MFG,ISS.DOM.COMM,ISS.DOM.ELECT,ISS.DOM.TRANS,ISS.DOM.TELE,ISS.DOM.FIN,NF.YANKEE,FIN.YANKEE,SVENPY1000,3Mo Treasury Yield Quarterly Converted,10Yr Treasury Yield Quarterly Converted,U.S. Natural Gas quarterly converted,bbb10yr quarterly converted,VIX,SP500,us ipo
06Q4,2006,4,9708826761,6323163.456,0.00065128,3982663,,167745.875,-1615,7629,6472764.927,3216983.022,10766799.54,11581390.51,,,,,1248966.574,2115151.952,56281.0625,5254915.662,5628651.158,,,805654.2757,14116447.22,138260,2654,6323163.456,70364730.34,5525676.279,408284,,1949810,1414680.625,1721605.654,38.9908,49.5877,,,1563.2,46.772,6.218,171.5,97.87,13.77,88.46,11.32,0.75,39.14,27.07,13038.4,3757,4.233623248,5.414056193,3.835435635,1.80796,6.05504,433.65,114.885,5.5,60.28,17444.285,17444.285,16414.7,1653.433333,79492.26867,2360.2,116984.9643,14643.33333,17349.16667,4858.166667,1147.733333,3457.033333,220923.9333,7542.7,62854.3,4.698233333,5.03,4.63,6.186666667,6.121285484,12.67000008,1388.636984,26.66666667
07Q1,2007,1,10073614208,6256360.756,0.000621064,3698907.5,,293210,70156,7989,6221916.074,3671515.751,10294391.33,13002079.48,229000,,-27697,12999,908955.1452,836462.8904,-17671.13425,4117615,3488207.748,620361,,-2484275.849,15407812.8,120194,2515,6256360.756,70967948.33,8682388.247,339046,668757,2116399,1844425,3713761.247,38.0283,35.1406,,,1955.4,47.4797,7.496,122.39,78.67,8.39,46.69,19.03,0.04,21.16,2.09,13056.1,1615,3.302473412,4.136057205,4.609670017,3.08055,8.2911,468.11,116.153,7.5,68.42,16094.93467,16094.93467,12371.96667,2986.133333,83372.03567,1175.133333,123527.455,14641.5,11111.53333,3546.966667,1473.3,6187.166667,234378.9,6285,60090.4,4.759333333,5.116666667,4.68,6.383333333,6.105241935,19.62999916,1424.381475,17.66666667
07Q2,2007,2,10488757102,6763480,0.000644831,3788911,,214446,122495,8133,7054399,3881544,10487001,14070715,881000,,-20597,116771,910237,1480863,-19234,4604535,4334833,1015464,,1934473,16124197,160998,2903,6763480,75327865,7204806,317434,785420,2105821,1232273,2763858,47.2046,74.7336,,,758.8,55.2564,7.293,184.747,79.153,11.41,13.24,39.7239,4.562,50.2659,5.98,13173.6,774,1.817063251,0.1936681,5.027581441,7.24077,4.98844,489.15,121.152,6.36,73.07,21042.26733,21042.26733,15085.26667,5335.266667,84983.63867,3001.373667,122903.2247,18159.7,19161,7092.766667,3072.733333,2537.633333,256432.2667,8927.3,77229.63333,4.921533333,4.873333333,4.846666667,6.543333333,6.297173016,18.88999939,1497.178413,20.33333333
07Q3,2007,3,10947826240,6977389,0.000637331,4092811.5,,449775,103146,7931,6480057.244,3689767,10498552,11946665.92,-632000,,213721,81171,-1341685,1859930,-67770,4563588,3424790,599293,,6736216,12667993.1,129284,2351,6977389,54569309.26,-3700378,-748571,-4062075,-1442082,2276348,276002,48.1042,50.803,,,2282.8,58.171,7.784,107.24,104.94,5.19,9.23,34.36,1.59,37.31,1.36,13269.8,3217,2.549556024,-1.352473879,4.802664372,0.86232,4.33223,546.13,117.294,6.14,79.79,21650.42533,21650.42533,1698.866667,2042,72874.56733,233.3263333,55776.12767,14973.86667,7352.766667,5533.733333,1812.433333,2553.133333,129572.7,7860.266667,29683.63333,4.836633333,4.423333333,4.73,5.756666667,6.536450794,30.82999992,1489.463492,13.66666667
07Q4,2007,4,11002466130,7350105.195,0.000668042,4401807.5,,-239583.6103,98568,7643,9289482,4266767,10965853.57,13579949.22,508000,,390801,148906,-847592,1457852,-157204,4118595,3033227.735,345686.5,,117798.3235,16369401.36,139137,2778,7350105.195,37346203.08,-28674214,883695,-20044404,-184874,2267818,-11585449,59.4868,93.6345,,,2740.3,70.3161,8.089,49.07,197.79,5.21,26.95,27.44,0.43,34.67,6.8,13326,9589,1.737632686,3.712766512,0.742536342,2.91836,8.36353,610.17,110.966,7.16,94.5,21571.59267,21571.59267,9899.6,5143.333333,55140.62367,659.7,30694.15967,16629.96667,14412.86667,8922,642.2333333,2569.8,88585.03333,7950.966667,15426.26667,4.401833333,3.473333333,4.26,6.37,6.369741935,31.09,1495.747031,28.33333333
08Q1,2008,1,11507334249,7071477,0.000614519,4437258,2854403,481599,225994,7802,8751780,4298414,11422174,12788818,3941977,-2256132,872362,204195,-1506679,-600411,-232357,2454211,2974491,-379924.5,1426,-3579100,19232500,86317,2497,7071477,50668875,-12213552,1029985,-11154514,-213099,2984102,-4860026,55.7488,44.5348,,,538,64.1524,7.8657,52.96,42.83,11.01,19.1,29.53,0.83,32.32,1.96,13266.8,8081,2.077145479,2.71330191,0.343138192,3.05711,6.05744,668.91,92.63,9.83,100.06,27489.569,27489.569,2281.133333,772.3333333,50882.58523,146.4666667,4926.021333,11097.1,8893.4,4839.2,2770.9,4829.5,56769.2,3683.666667,15303.1,3.866566667,2.09,3.663333333,8.01,6.535904918,32.24000168,1350.661639,9
08Q2,2008,2,11246050742,7767157.244,0.000690656,3941758.5,3122133,530442.6667,298633.9778,7706.244444,8552738.156,4273846.867,11611641.73,12957474.8,2655684,5139850,-460536,-142138,285476.5333,1031546.156,-209183.1333,1509686,4777432.378,-923514,17715.5,513831,16354713.11,130949,2629.311111,7767157.244,56745001.98,-8154586,557544,-7162468,438513,1879673,-3863078,58.0687,65.0286,,,494.5,66.1362,7.573,72.14,37.31,0.69,18.61,17.8,0.52,18.88,0.56,13310.5,9143,-1.437567268,-5.173205031,-3.57996537,-1.29303,5.83307,862.81,90.873,13.18,139.55,29884.22567,29884.22567,7226.1,2493.366667,69348.41633,666.6333333,7151.180333,18948.33333,18433.76667,7888.766667,1748.433333,6729.6,69623.7,15132.13333,12262.53333,4.0941,1.653333333,3.886666667,9.73,6.842471875,31.01000023,1371.6275,5.666666667
08Q3,2008,3,12241046779,7933899,0.000648139,3671177,3040062,174163,267319,7248,7815717,3945704,7987483,11961017,2600815,-4221919,843154,275620,-16493,20248,-271896,1468102,3933619,-271530.5,37025.5,16274299,18842413,81750,2647,7933899,50143232,-8906760,279193,-4281674,-539756,2772318,-7141611,63.2659,78.8573,,,319.2,70.7751,7.19,77.9,55.09,11.6,16.28,26,1.17,28.49,1.32,13186.9,9474,-2.365145324,-3.671037353,-6.880660089,-0.32821,5.48565,622.24,85.959,7.18,97.49,11379.71333,11379.71333,1556,1560,16494.292,69.83333333,5889.738667,7089.3,4595.633333,3977.166667,725.5333333,2044.166667,26158,4469.933333,8174.866667,4.048133333,1.52,3.863333333,8.57,7.194767188,46.72000122,1252.02,3
08Q4,2008,4,11400458753,8321461.333,0.000729923,3984571,2947171.667,588509.6667,275343,7476,7358104.333,3824586,10264725.67,10873104.67,-891162,-22772406,3055348,464469.6667,-924632.6667,-2023617,-443360.6667,1582139.667,-307736.6667,-2567205.5,62352.5,-557902,20199278,86062,2840,8321461.333,26385293.67,-26717114.67,714651.6667,-14976171.33,-1900975.333,4941738.667,-15499650.33,55.6351,32.7429,,,867.5,62.2056,5.703,24.51,50.97,0.78,16.37,67.71,2.8,74.34,3.83,12883.5,6278,-6.620140285,-12.44177053,-8.081280782,-5.7337,-12.42068,349.04,67.6,5.63,41.71,21123.55833,21123.55833,437,270,27904.06933,11.76666667,1012.408,10412.3,4642.2,4436.566667,888.9,3932.066667,35940.76667,2963.533333,7299.266667,3.741733333,0.303333333,3.253333333,5.603333333,9.385962903,80.86000061,911.9773438,0.333333333
09Q1,2009,1,13119782900,7020673,0.000535121,4697707.5,6456749,307215,216462,6767,5960080,3623862,11327054,18386102,8019669,-2546471,-248548,40316,2862919,190484,-405387,1991026,5143150,265519.5,87435,-2508434,30436329,96752,8680,7020673,101266902,21040081,4455037,-3353868,4319954,4756060,10862898,44.5795,11.4127,,,417.6,48.3911,3.394,73.07,15.65,1.39,1.04,53.13,3.2,56.8,0.47,12711,5388,-10.732554,-15.01882191,-5.863229219,-23.77159,-5.32579,358.53,61.929,3.59,47.59,53741.727,53741.727,3226.233333,653.8333333,36591.721,0,664.9706667,39712.93333,12815.73333,8696.1,1824.266667,5590.3,47782.83333,11748.16667,15405.56667,3.231166667,0.216666667,2.736666667,3.893333333,8.96232623,56.65000153,807.6659016,1.666666667
09Q2,2009,2,13006599099,7259673,0.000558153,5244433.5,7425754,447920,230329,7874,6238802,3701994,11517724,21818540,-8133806,10409000,-3260295,-154015,1306766,14407678,-261499,-4467,7081044,5776121,36705,9373244,13411739,92486,8470,7259673,100871908,17708968,2282478,597472,2849355,1672989,10306674,38.0838,18.5965,,,384.5,42.6103,4.142,26.26,20.86,0.04,4.05,1.2,0.13,2.06,0.73,12701,4397,-1.122775784,6.310687229,-0.692172092,0.2751,5.61376,450.22,70.183,3.7,68.59,26570.199,26570.199,13166.1,2585.6,40014.69767,1628,5513.292333,19591.43333,20382.63333,4796.8,1513.766667,9321.8,66147.46667,13539.9,22153.53333,3.6435,0.173333333,3.313333333,3.263333333,8.151495238,42.27999878,892.6014286,6.333333333
09Q3,2009,3,13197945764,7793216,0.000590487,5342100.5,7222950,1035599,226283,8081,5368015,4006622,10814047,20681903,1403856,6390950,-1582494,-87838,2035131,355607,-282477,826544,5249914,4828556.5,-5418,-1587807,22277353,76533,6599,7793216,96211596,19906334,2252177,6589462,4374003,1181650,5509042,32.8819,17.2765,,,251,38.2329,5.1,20.33,10.94,7.76,12.42,5.18,0.4,6.19,0.61,12746.7,3944,1.496662039,0.963570581,1.592189644,10.7174,9.57187,462.75,78.73,3.28,68.02,17184.058,17184.058,11383.36667,2563.133333,35222.74433,2078.966667,2040.918333,13146.6,16273.9,8481.833333,2101.466667,5529.366667,50769.43333,14206.9,15385.36667,3.811,0.156666667,3.516666667,3.266666667,6.763229231,31.29999924,995.7482813,7
09Q4,2009,4,13105101851,7275323,0.000555152,5813449.5,7660544,1357690,224237,7524,6327246,3971759,11974325,22489330,1139861,5568089,3209369,-3951623,-2925964,1540921,-308321,1565422,11140776,4242323,9354,1456997,12154096,69056,7187,7275323,78118928,5832936,2873066,1526498,3360557,3225116,-5152758,27.0863,9.6994,,,274.9,32.5372,5.176,44.85,84.91,9.47,84.93,9.04,0.09,9.35,0.22,12873.1,2964,1.595368218,7.12474636,1.662082648,8.33124,10.03578,524.62,83.161,5.83,77.5,16202.35133,16202.35133,13501.53333,2171.766667,24061.78967,1339.6,5516.199,20087.43333,13422.63333,4250.166667,1949.533333,4601.066667,42709.8,13200.23333,14816,3.6823,0.056666667,3.46,4.23,6.133254839,30.69000053,1088.304603,10.33333333
10Q1,2010,1,13622024840,6706530,0.00049233,6155640.5,8332095,791732,231051,7928,6155507,4250187,11836869,20402506,2396266,5612799,-206127,-161549,180709,441124,-270386,45132,5431137,4151202,4216,-2155435,27123769,74840,7649,6706530,105822772,27512570,2349867,12544226,4601496,5863668,2153313,23.0536,10.9555,,,196.9,27.9775,4.727,27.89,40.96,12.77,26.65,7.73,0.1,8.64,0.81,12947.6,2496,1.909301662,5.105846283,2.390985759,3.55485,6.94699,530.16,90.599,3.92,81,21620.17067,21620.17067,17101.6,2465.133333,27566.79267,4080.033333,7370.859667,22062.8,13231.7,5789.933333,1985.366667,6052.9,55574.86667,8076.033333,22328.66667,3.8663,0.106666667,3.716666667,5.23,5.779009836,27.30999947,1123.593607,11.66666667
10Q2,2010,2,13396100852,6772852,0.000505584,5933209,9054623,722551,354297,8300,6405146,4055350,11290612,19967536,3126907,1646295,297468,413187,38401,349245,-375659,93868,4240420,3287421.5,56592.5,6390311,29797722,78053,7444,6772852,92690566,13741802,841542,5111545,1849281,6293517,-354083,21.8996,18.4375,,,93.2,29.1448,7.152,47.45,23.6,11.1,43.25,1.65,0.01,7.06,5.4,13019.6,2407,4.171120799,5.067998679,2.881168327,6.1226,6.46006,495.18,86.809,4.53,74.82,14290.58833,14290.58833,11221.06667,1388.566667,18879.042,1531.9,3401.466,12535.96667,13059.96667,4169.5,697.3,5768.666667,31988.7,9702.733333,12265.86667,3.6154,0.146666667,3.49,4.203333333,5.553480952,45.79,1134.584921,15
10Q3,2010,3,13769340803,5843248,0.000424367,5487629,9108911,881467,287846,8835,7003642,3910148,10695250,20049522,3370566,7551404,-632264,-262777,1518212,1164567,-372667,188880,3508666,3568079,112817,1012517,24984562,54200,8074,5843248,88038339,12465870,1600457,3838316,5855664,-2158454,3329887,20.7699,17.381,,,473.8,26.5227,5.279,45.07,31.63,1.4,14.95,21.08,0,26.48,5.4,13103.5,2907,1.505733823,4.67492702,2.471695018,2.9826,3.57142,546.06,88.2,3.86,82.42,26760.88467,26760.88467,19475.03333,1870.533333,28853.80233,2639.466667,5930.474667,20650.73333,26399.2,6714.133333,3099.033333,5895.966667,56997.83333,15318.76667,27265,2.8987,0.156666667,2.786666667,4.216666667,5.072234375,32.86,1096.246875,15.33333333
10Q4,2010,4,13372666732,5443202,0.000407039,5205259,9412923,810571,331984,8514,7451763,4638854,12324929,24877987,1533324,5794420,-444391,30449,-2077359,763887,-335130,-35522,3941166,3093007.5,93319.5,-345876,26065608,79443,7480,5443202,88128655,8920859,729714,839669,4447568,4322003,-1418095,18.7697,12.7688,,,1213.6,25.6253,5.642,70.88,49.16,4.25,33.38,9.85,0.16,15.41,5.4,13181.2,2521,1.394613298,-1.108202921,-1.728514652,4.50448,4.7029,631.83,97.434,4.23,95.5,23934.46133,23934.46133,21838.9,1752,20717.13333,2643.666667,5971.698333,21987.6,23825,5421.966667,2931.2,4584.6,41192.7,12030.2,14806.76667,2.952,0.136666667,2.863333333,4.283333333,5.039379032,23.54,1204.585625,23.66666667
11Q1,2011,1,13632388225,5325770,0.00039067,4944808.5,9205828,808500,316021,8976,7784503,4476659,13678001,21832606,1835350,5644211,-364476,-388268,-389510,568046,-425114,273473,3942841,1979523,77469.5,-1811840,23599417,66609,8031,5325770,99653129,22323452,2721705,5480660,6447198,749653,6924236,17.9021,15.2994,,,2063.3,26.6674,6.702,103.57,44.61,6.3,9.51,6.08,1.73,8.09,0.28,13183.8,4637,2.591787129,-7.954236455,1.975716775,2.0573,3.88369,725.62,96.056,4.31,118.4,25055.70967,25055.70967,17674.56667,1811.433333,34748.99667,4734.633333,3623.631333,25044.53333,24064.66667,5809.133333,1830.4,7859.7,62552.06667,20213.43333,27107.13333,3.532366667,0.126666667,3.46,4.22,5.397133871,29.4,1302.528871,16.66666667
11Q2,2011,2,13814891410,5626570,0.000407283,4727933,10246152,880981,326893,10735,8329074,4550082,14272157,22576380,842707,3938463,-37899,15878,-12784702,1224316,-284845,208566,2263210,-3933760,68452,824726,27052422,78597,-1763,5626570,84582041,14542667,1388838,4256084,4149418,1143731,3604596,21.6501,32.894,,,705.3,30.3614,8.006,83.23,49.32,13.92,37.53,36.24,0.01,44.06,7.81,13264.7,4598,0.948059118,-2.095873819,0.294412648,5.526,2.74721,668.85,93.755,4.28,111.38,26641.017,26641.017,19352.46667,1330.3,30287.62967,3791.2,1463.928667,22517.56667,22796.86667,7354.5,1746.9,6317.5,51420.3,14115.16667,20808.8,3.2836,0.046666667,3.21,4.123333333,5.147253968,22.73,1318.332857,23
11Q3,2011,3,13892263373,5826438.167,0.000419402,4682430.5,9992315.028,498027.6389,309337.2778,9532,8135996.111,4298163.722,13966498.06,19176564.69,5567739,-3022912.056,1329461.472,1273828,833265.5278,167227.7778,-398267.75,39830,-2669771.806,-3308342,41955.5,-503654.6111,35697396.36,64111,8826,5826438.167,89636785.61,8967341.278,2126452,2860873,-2651676.778,4889686.222,1742006.833,20.6851,17.7902,,,57.1,28.4342,7.692,83,58.98,3.63,9.55,18.75,0.06,19.36,0.55,13306.9,4105,0.313760537,9.51153427,2.094507535,4.91347,0.31525,591,84.027,3.67,106.26,26359.24833,26359.24833,5509.066667,688.7333333,23631.851,1737.3,5439.961667,15575.03333,11399.63333,4296.233333,968.1666667,4231.2,37073.13333,5221.933333,10810.23333,2.4968,0.023333333,2.426666667,4.096666667,4.872784375,48,1225.268438,8.333333333
11Q4,2011,4,13679328236,5754589,0.000420678,4797446,8794483,798744,234188,8721,7464601,4333991,13572665,16927461,2198690,6575718,-455814,-74105,596302,456669,-471271,-6639,3132007,3873859,38643,21151,25684476,50348,4990,5754589,78112682,4952358,1641108,-2802776,3044753,3030740,38533,21.887,25.4928,,,63,29.044,7.094,119.94,49.02,5.49,8.69,18.66,0,19.67,1.01,13441,3005,-1.346408366,-1.159813588,-1.425291413,2.95175,1.77136,644.91,93.023,2.98,108.68,24109.65567,24109.65567,8670.466667,1208.533333,22126.88633,2012.833333,1547.840333,20014.06667,16613.56667,4152.933333,977.5,4091.166667,33081.63333,12759.13333,14237.56667,2.095266667,0.013333333,2.046666667,3.37,4.980598361,45.45,1225.651111,12
12Q1,2012,1,13878570544,5496176,0.000396019,4542558,8533200,873546,261746,9050,7013432,5181251,14915591,21342411,-854714,7547143,-1254466,-833913,1970440,427879,-238781,77130,4268817,5297782.5,51222,-916601,19598689,,13494,5496176,93212128,17586167,2249839,723187,5508922,1910454,7195765,21.4158,20.002,,,584.6,28.1874,6.187,32.32,37.99,0.34,15.66,9.79,1.03,11.25,0.43,13506.4,4822,-0.041368844,5.168488177,-1.203709203,4.85704,0.9358,688.71,100.603,1.98,124.86,28324.92267,28324.92267,20004.36667,1544.833333,41016.20567,5348.633333,5928.084,21970.83333,30399.1,6956.5,2493.866667,8089.933333,72759.93333,21439.63333,30089.46667,2.058633333,0.066666667,2.036666667,2.533333333,4.695104839,22.97,1348.783548,16.66666667
12Q2,2012,2,13795582939,5605621,0.000406334,4509313.5,9236541,759806,180602,8858,7258483,5252268,15205452,21101663,2416743,5682486,343996,249594,-319071,-183653,-78615,118427,1892491,5169914.5,45159,-1100134,31119446,145590,-2852,5605621,90899705,8658523,869245,-1240822,1471517,2960969,4595614,27.6172,46.2216,,,347,35.2752,7.311,41.59,74.32,0.27,46.76,13.56,0.14,14.09,0.39,13548.5,4765,-0.712259547,0.312892259,-1.49423585,3.54538,2.77989,599.44,99.431,2.74,97.55,27689.28867,27689.28867,11203.43333,1662.233333,36538.36433,2902.1,1562.630333,20918.5,23954.06667,4039.633333,1159.9,5591.9,45808.4,16019.86667,11337.13333,1.8265,0.086666667,1.823333333,2.123333333,4.519752381,26.66,1349.678571,13.66666667
12Q3,2012,3,14435538525,5670386,0.000392807,4324808.5,9182760,777664,347456,8657,7173353,5374259,16680497,21445860,1807400,7876891,-943153,-897409,2259209,-150371,-2298,319041,3087081,5410532.5,29844,-819853,30705467,57954,5574,5670386,99092412,11806682,540862,-654136,4021431,1416274,6482252,29.8365,36.4944,,,92.8,36.4173,6.488,42.09,55.08,14.06,17.21,18.64,0.01,19.08,0.43,13652.5,2993,-0.515508994,-3.513938353,4.060666158,3.4,1.5,665.73,104.098,3.06,113.3,33052.53333,33052.53333,23398.66667,1646.433333,35780.19833,5635.2,4669.649667,28814.53333,25727.03333,7647.266667,2691.533333,7744.633333,63899.86667,15144.03333,22551.56667,1.640133333,0.103333333,1.643333333,2.72,4.181404762,20.47,1400.942857,13.66666667
12Q4,2012,4,14243483061,5666496,0.000397831,4598328.5,9600450,896137,180239,9277,7051210,3599290,12988920,22744162,1911753,9342062,-701818,1301614,-274400,989840,191663,201979,3775878,5254685,4343.5,3486273,34589296,,5227,5666496,99396154,10631619,1097000,1763542,2639731,1093695,4037650,27.9685,22.3646,,,267.1,34.6356,6.4,56.34,42.98,0.86,9.91,17.37,0.08,18.25,0.8,13656.8,2125,,,,,,646.58,103.67,3.44,112.84,42206.62167,42206.62167,23799.8,2510.766667,36832.01667,3285.433333,5231.290667,30301.13333,33549.9,5918.533333,2280.766667,9575.733333,65064.53333,14423.9,25509.66667,1.688566667,0.086666667,1.706666667,3.243333333,3.877313115,,1418.139032,15.66666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,,,,,,,,,,,,,,,,,,,,,,,31693.501,21686.25,1148.4,58901.99,1279.55,2664.425,31579.5,23667.05,6586.25,910.95,11003.4,80315.55,20337,28338.85,1.949566667,,,,,,,
