year,quarter,date,assets,nii,credit_loss_allowances,card_interchange_fees,earnings_life_insurance,atm_fees,check_printing_fees,fiduciary_activities,sale_mutual_funds,insurance_commissions,investment_banking_fees,net_chage_fair_value,ng_assets_fv,ng_credit_derivative,ng_sale_loans,ng_other_assets,ng_other_real_estate,net_sec_income,net_servicing_fees,res_mortgages_closed,res_mortgages_open,other_adj_equity,other_nii,rent_other_real_estate,safe_deposit_rent,service_charges,total_tr,tr_comm,tr_credit,tr_equity,tr_foreign_ex,int_rt_exp,vc_rev,pca_priv_ewma_iss_nonvc,pca_piv_eq_iss_nonvc,pca_priv_place_fin_lp_sdc,pca_priv_place_fin_sdc,pca_priv_place_sdc_nonfin,pca_total_iss,pca_priv_vc_pwc,pca_cash_val_ann_dom_merg,pca_cash_val_comp_dom_merg,pca_liab_val_comp_dom_merg,pca_stock_val_comp_dom_merg,pca_cash_val_for_comp_merg,pca_liab_comp_for_merg,pca_comp_for_merg,pca_stock_val_comp_for_merg,US GDP,pca_baltic_dry,euro_area_gdp,jp_gdp,gb_gdp,mx_gdp,la_gdp,pca_gsci,pca_msci,pca_hhub_nat_gas,pca_brent_crude,pca_nf_junk_iss,pca_nf_unrated_iss,pca_fin_inv_iss,pca_fin_junk_iss,pca_fin_unrated_iss,pca_iss_dom_mfg,pca_iss_dom_elec,pca_iss_dom_trans,pca_iss_dom_tele,pca_iss_dom_fin,pca_nf_for_us_corp_iss,pca_fin_for_us_corp_iss,pca_3mo_tr_yield,pca_10yr_tr_yield,pca_us_nat_gas,pca_bbb10yr,pca_vix,pca_sp500,pca_us_ipo,pca_us_dpi,pca_us_dpi_nom,pca_us_ur,pca_us_inflation,pca_us_corp,pca_us_mort,pca_us_hpi,pca_us_cre
2000,2,00Q2,4373396168,0.000821632,,,,,,#REF!,0.000426753,,,,,,,-2.25E-06,,4.65E-06,,,,,-1.61E-05,,,,0.007856948,0.001030936,3.13E-05,,0.000432439,0.000305969,0.000261245,,0,-0.546414164,0.71904505,1.755919854,-0.004398501,-0.057528944,-0.571408128,-0.617232426,-0.407344387,-0.752669957,1.370630554,3.745689655,-0.217266455,-0.766062563,8.034142383,,3.453935726,0.632376346,5.745268778,4.73445,1.14114,,0.029093734,0.17281106,0.179457796,0.92918729,-0.128138566,0.088416329,1.690164237,0.310955555,0.337269672,0.644588204,-0.11072623,-0.236075493,0.187685002,0.535841139,0.483410777,0.052631579,-0.04587156,0.223371251,-0.037739335,-0.346670648,0.020313402,0.440860215,0.037520853,0.124213938,0.016949153,0.16813394,-0.037739136,-0.040355424,0.023525024,0.119425505
2000,3,00Q3,4475624438,0.00083741,,,,,,#REF!,0.000438624,,,,,,,0.000267715,,6.95E-06,,,,,3.50E-05,,,,0.00841433,0.000958,2.84E-05,,0.000240513,0.000244272,0.00044485,,0,2.236743472,-0.993330718,0.215576118,-0.077794802,-0.159047691,0.118196995,1.679845187,0.060225679,-0.243393138,0.245813846,1.002497729,0.67230454,1.76915839,0.336566419,,1.774687294,-0.868590948,1.193474853,2.4389,4.33514,,-0.120559863,1.062868369,13.50272983,-0.552488827,0.058323117,-0.106182789,-0.499245438,-0.098407502,-0.18023868,0.394441006,0.986366689,0.326661477,-0.109937556,0.114238097,-0.373132934,-0.000537634,-0.055429864,0.246830093,-0.028492723,0.450639854,-0.074302048,-0.649253731,-0.85924054,-0.578862182,-0.025,-0.222239774,-0.028492397,-0.06095679,0.023821846,0.032897013
2000,4,00Q4,4657207042,0.000946601,,,,,,#REF!,0.000361921,,,,,,,7.24E-05,,3.26E-06,,,,,-0.000254998,,,,0.00878185,0.000840992,7.76E-05,,0.000273568,0.00035246,0.000137337,,-0.232358606,-0.935186416,0.823529412,-0.305301314,-0.250531619,-0.421716715,-0.440429979,-0.636223872,-0.012028465,2.736662257,-0.739582736,-0.982991269,-0.849729345,-0.950466266,2.39128554,,2.602032768,2.576765682,0.928600463,-1.14745,4.78752,,-0.077084651,-0.48952381,-2.419319125,3.343268879,-0.215849449,0.438348371,1.931780822,-0.56133002,0.797124213,0.493577719,0.039828245,0.812121812,0.357045309,0.02271292,0.505246732,-0.201721356,-0.092814371,0.103050847,-0.060473692,0.034656585,-0.068055763,-0.574468085,4.005596888,1.093438098,0.085470085,0.346691812,-0.060473939,-0.06347576,0.026124533,-0.017438939
2001,1,01Q1,4988877130,0.000843925,4.20E-05,,,,,#REF!,0.000497598,0.001748141,0.001606494,,,,,0.000103238,4.09E-05,2.50E-07,0.000250082,0.000435903,,,-2.87E-05,0.001316147,,,0.008753423,0.001447602,8.17E-05,,0.000435285,0.000242634,0.000687941,,0,3.608186278,157.8709677,1.467779807,0.000175763,-0.114413076,0.53361793,-0.325378869,-0.507075472,-0.839327856,0.584241224,36.08,2.928713622,15.37652439,-1.307871443,,3.711527375,2.855395007,5.427719675,-4.38877,1.85662,,0.067387775,-0.444029851,-13.68315544,0.204814999,0.100789918,0.013379457,0.601906364,0.385369494,-0.10178586,0.049197538,-0.088359616,-0.134724862,0.031495751,-0.412150036,0.422631839,-0.242587601,0.043564356,-0.221266134,0.007264235,0.057247259,-0.030686747,0.25,-1.356247057,-0.863107306,0.039370079,-0.269810526,0.007264052,0.02039921,0.01929054,-0.005802516
2001,2,01Q2,5103751010,0.000886158,8.19E-05,,,,,#REF!,0.00044257,0.001705038,0.00159745,,,,,0.000132358,6.68E-05,3.92E-06,0.000241077,0.000454861,,,0.000153722,0.001284061,,,0.007614584,0.000781874,5.15E-05,,0.000208463,0.000249665,0.000272217,,0,-0.615152382,-0.835492386,-0.342002326,-0.117751063,-0.263069587,-0.136395268,0.369360248,0.631966895,-0.122621807,-0.254654071,-0.667385832,-0.598494354,-0.811039747,2.647560673,,0.392326824,-0.968275879,2.664030794,-0.046,-1.07476,,-0.206488345,-0.389261745,5.674179398,-0.720989946,-0.224891129,-0.150031388,-0.66707502,-0.346057786,-0.09477802,-0.548099109,0.027445386,-0.787445534,-0.156162893,-0.410472516,-0.444551792,-0.135231317,-0.055028463,-0.241515391,-0.030014154,0.259792627,-0.065257379,-0.52,-10.754483,12.06187695,0.098484848,-0.599936845,-0.030013807,-0.039660361,0.019053343,0.026717339
2001,3,01Q3,5416098092,0.000859331,8.81E-05,,,,,#REF!,0.000439448,0.001647192,0.001354484,,,,,8.10E-05,6.01E-05,-9.67E-06,0.000499228,0.000519042,,,7.86E-05,0.0012238,,,0.007609762,0.000752636,6.74E-05,,0.00017011,0.000245241,0.00026988,,0,8.096614368,6.067390768,0.803502571,0.044020146,-0.031156381,-0.474617244,-0.42051756,0.748019017,0.661522365,0.204100652,-0.778378378,-0.043870192,-0.36453202,-1.099284711,,0.294067372,-4.156402905,2.172433617,-0.49283,-1.41283,,0.108387668,0.483516484,-7.288764667,1.047518134,0.615547703,0.049439559,0.816453478,1.565993934,0.301640433,1.259008371,-0.438330961,2.203587148,0.174094951,1.206548016,0.695373707,-0.400205761,-0.042168675,0,-0.010849475,-0.192729767,-0.033231538,1.25,-1.43379329,-1.410707836,0.137931035,-1.264494801,-0.010849492,-0.00391718,0.02061555,-0.040459492
2001,4,01Q4,5312752641,0.000899515,0.000111609,,,,,#REF!,0.000391904,0.001808615,0.0013419,,,,,0.000123977,1.54E-05,2.04E-06,0.000597701,0.000610603,,,0.000157426,0.001462313,,,0.008005486,0.000332339,-0.000112533,,8.71E-05,0.000184216,0.000173513,,-0.349563347,-0.777550835,-0.844638491,-0.250690423,-0.087567652,-0.16969697,-0.066717791,0.548644338,-0.626926564,-0.627676322,-0.660990712,11.6097561,-0.362664991,-0.771317829,1.40706999,,0.612451852,-0.695370509,1.480203777,-1.75051,0.4722,,0.020715124,0.185185185,-23.33946667,-0.110960846,-0.478915136,0.186110079,0.043167897,-0.400466949,-0.100839212,-0.496119659,-0.116563659,-0.452851186,0.022342501,-0.480784669,-0.266752163,-0.096054889,0.064290706,-0.262226847,0.055459662,-0.261115831,0.015104595,-0.444444444,-3.44536106,-3.798754411,0.036363636,-5.278417998,0.055458968,0.01741573,0.019313744,0.013168104
2002,1,02Q1,5312710809,0.000887816,0.000121054,,3.53E-05,6.31E-06,,#REF!,0.000427097,0.001746405,0.00140181,,,,,0.000112622,-4.56E-05,-4.22E-06,0.0004659,0.000565522,,,-0.000111296,0.001657676,2.84E-05,,0.008346601,0.000775872,1.38E-05,,0.000134864,0.000225236,0.000401945,,0,-0.459089982,-0.507194245,-0.262097254,-0.061833234,-0.103381499,0.308981101,-0.402677652,-0.636695018,0.576744186,-0.611872146,-0.988394584,-0.785009862,-0.288135593,3.460332018,,0.621375788,-0.633758483,1.686002783,-3.10625,3.63072,,-0.200955146,0.003125,8.870953408,0.264122701,-0.58948959,-0.087342965,1.220639911,2.316957114,-0.253884215,0.342828466,0.406429271,-0.348322013,0.082155449,-0.052788591,0.413792695,-0.0056926,0.004596192,1.180634369,0.003615161,0.089306248,-0.054817326,1.2,-0.803055422,-0.555813461,0.023391813,1.480020846,0.00361497,-0.033020431,0.024181201,-0.016317767
2002,2,02Q2,5433611363,0.000891838,0.000142911,,5.19E-05,7.87E-06,,#REF!,0.000425643,0.0018262,0.001471798,,,,,9.94E-05,1.13E-05,-1.27E-06,0.000482138,0.000565973,,,0.000270522,0.001395048,3.17E-05,,0.007990143,0.000504998,4.09E-06,,0.000114155,0.000251702,0.000135046,,0,-0.241720106,-0.057481752,-0.191331668,-0.092776893,-0.247217146,-0.190529996,0.369827586,-0.220735786,-0.057656208,1.135294118,-0.166666667,2.408256881,7.928571429,2.144858554,,2.299656721,4.054768316,3.356538146,4.39433,6.53667,,-0.187390132,0.267912773,18.93577558,-0.773223458,-0.814110429,-0.062980375,-0.920692096,-0.151448667,-0.602851489,-0.341689763,-0.47158455,-0.612603674,-0.0839834,-0.716075818,-0.321781576,-0.041984733,-0.164705882,-0.440516839,-0.043620977,0.586206897,-0.163209913,-0.818181818,-1.617598117,-0.881800066,-0.017142857,-0.317446909,-0.043620672,-0.079031521,0.028215491,0.024911783
2002,3,02Q3,5500375898,0.000912263,0.000194084,,4.53E-05,7.73E-06,,#REF!,0.000397338,0.000301659,0.001233708,,,,,9.83E-05,0.00011909,-4.92E-06,0.000604217,0.000377926,,,-0.001143807,0.001338477,2.94E-05,,0.005834704,0.000308824,2.22E-05,,-2.35E-05,0.000205663,0.000104422,,0,2.01557059,0.584704743,-0.318888225,-0.033506641,-0.007503862,0.324999418,-0.520453115,-0.579399142,-0.675014229,0.652892562,23.4,0.047106326,-0.850666667,2.044297554,,1.199429189,2.628628292,3.42778869,3.27891,3.69119,,0.01065894,0.127764128,7.064122699,1.881404943,3.310781078,0.095655941,1.921764243,-0.169567887,1.281240437,0.218861782,-0.717735103,0.547244878,0.122548846,1.265616017,0.433636307,-0.189243028,-0.059467919,0.247398844,-0.03229001,-0.054125998,-0.010008653,2.166666667,-1.69607445,3.451693707,0.023255814,0.09840101,-0.032290437,-0.022941468,0.020195172,0.023901639
2002,4,02Q4,5598966940,0.000890173,0.000227159,,3.91E-05,2.76E-05,,#REF!,0.000429318,0.001386647,0.001259727,,,,,0.000178787,0.000128252,-1.08E-05,0.000714259,0.000268565,,,0.000141078,0.001843204,5.46E-06,,0.007656898,0.000305329,-1.76E-05,,6.39E-05,0.000240907,1.80E-05,,-0.28741621,,-0.491753207,-0.571595729,-0.042605177,-0.040693796,-0.320566546,0.947506562,0.887755102,-0.773204904,0.075,1.459016393,0.474293059,2.607142857,0.137125235,,0.139815878,1.500458434,3.816041621,0.73095,3.44631,,-0.091208634,0.091503268,-0.560920463,0.575968422,0.398239122,0.303404611,-0.029202983,-0.333935563,0.348769774,0.344706775,3.185592796,0.894028028,0.162488168,1.404182589,0.078033485,-0.132678133,-0.021630616,0.523632994,-0.081499729,-0.186444653,-0.029065967,-0.736842105,0.555525315,0.545662632,0,0.751148736,-0.081499102,-0.038329737,0.022605106,0.031032475
2003,1,03Q1,5762843240,0.000824704,0.000209721,,1.66E-05,1.23E-05,,#REF!,0.00039461,0.001287015,0.001175418,,,,,0.000285624,6.83E-06,-5.99E-06,0.000645492,0.00031621,,,-0.000387709,0.001543413,2.20E-05,,0.007424622,0.000693406,2.73E-05,,0.000163718,0.000228635,0.000273784,,0,,-0.073918269,1.419597132,0.044495738,0.15136764,0.681371029,-0.192722372,0.059459459,24.54826255,-0.269767442,-0.636666667,-0.319093287,-0.004950495,1.678682166,,-0.187710641,-2.102150895,2.427634493,0.09232,-2.56455,,0.105629782,0.067864271,17.799999,0.815826116,8.352527834,0.018534179,2.831636431,0.934267199,0.495211839,0.375610743,1.824389467,-0.151416159,0.087736272,-0.058623751,0.328303095,-0.099150142,-0.076530612,-0.108880779,-0.126365964,-0.160276737,0.089727599,-0.4,3.185566081,0.4693082,0.045454545,-1.156261042,-0.126365994,-0.064669394,0.020893531,0.016945505
2003,2,03Q2,6140808670,0.000798741,0.000200758,,2.22E-05,1.31E-05,,#REF!,0.000436034,0.0012583,0.001298044,,,,,0.000276112,0.000103648,-9.94E-06,0.00066868,0.000179329,,,0.000232702,0.001513596,2.05E-05,,0.007420499,0.000617858,-8.73E-07,,8.73E-05,0.000209087,0.000322373,,0,,-0.778066191,1.466487936,0.032567477,-0.033017918,-0.07563516,0.19115192,-0.673469388,-0.813812906,-0.878980892,-1,-0.892445583,-0.865671642,3.432111971,0.095851216,0.279421758,5.079494933,4.942828809,1.65291,0.93883,-0.002444254,0.029758831,-0.125233645,-16.9121218,-0.205105486,-0.294037547,-0.174122361,-0.623354349,0.7723777,-0.355880687,-0.207900495,-0.673686438,0.849933506,-0.060729632,0.216476827,-0.068370199,-0.103773585,0.169429098,-0.035494881,0.064995837,-0.22004806,0.066508863,5.333333333,-0.076586639,0.302655852,0,-5.62571252,0.064995206,0.11810357,0.027108836,0.006691705
2003,3,03Q3,6165886411,0.000827638,0.000194076,,1.87E-05,3.39E-05,,#REF!,0.000441654,0.001301128,0.001299238,,,,,0.000713457,-6.90E-05,-8.43E-06,0.000713897,0.000565049,,,0.000140001,0.000942113,2.07E-05,,0.007578576,0.000449976,3.50E-05,,3.75E-05,0.000227059,0.000150348,,0,,14.94152047,-0.435411899,-0.013147649,0.155527795,0.187835321,-0.070077085,-0.1875,0.266233766,0.035087719,#DIV/0!,3.547619048,10.96296296,6.746789271,0.310704961,1.845926008,1.504413378,4.977995827,-0.62247,3.43154,0.119975927,0.051829842,0.239316239,8.620670305,-0.103233776,-0.34471829,0.011410725,0.471716265,0.26365929,0.172133926,-0.233897828,0.504236189,-0.145948868,0.073187817,0.41470172,0.29526439,-0.01754386,0.012598425,-0.055909413,-0.030494908,-0.072623239,0.05605265,1.578947368,-0.594019451,-0.502151754,-0.048913043,-0.4943887,-0.030494328,-0.028016153,0.032172063,-0.014279709
2003,4,03Q4,6240821048,0.000807499,0.000310964,,1.91E-05,3.05E-05,9.31E-10,#REF!,0.000420996,0.00138623,0.001293697,,,,,5.78E-05,0.000133257,-4.00E-06,0.000630583,0.000569164,,,6.00E-05,0.001844039,2.24E-05,1.24E-09,0.007988751,0.000397157,2.21E-05,,6.94E-05,0.000189841,0.000115825,,1.154869372,-0.700212675,-0.044203962,0.778397001,0.005946139,-0.064864865,1.968774788,0.071590053,0.403846154,-0.399358974,11.59322034,#DIV/0!,1.641361257,-0.185758514,3.667384483,-0.069721116,2.860368241,4.432294974,4.886635567,5.01082,4.47064,0.082827973,0.049037487,-0.025862069,3.446004829,0.303268231,0.198713352,0.089998135,0.346494095,0.453711489,-0.336505161,0.323999207,0.221012098,-0.229254215,0.090121089,-0.431914429,-0.092153672,-0.003571429,-0.062208398,0.150674663,-0.065831036,0.024205031,0.072145794,-0.306122449,-0.230098789,0.230358438,-0.022857143,1.245279832,-0.065831606,-0.057257855,0.040318175,0.038015593
2004,1,04Q1,6668279758,0.000752599,0.000415467,,1.60E-05,2.10E-05,0,#REF!,0.000460706,0.001281377,0.001313185,,,,,0.000145033,8.84E-05,-9.04E-06,0.000689108,0.00040085,,,0.003619193,0.001551532,1.82E-05,0,0.007639143,0.000595809,3.95E-05,,-3.43E-05,0.000262609,0.00032807,,0,1.532065834,-0.725388601,-0.367899265,0.004291541,0.196917148,-0.471801965,0.427566807,2.876712329,0.168623266,-0.35666218,12,-0.42913776,-0.775665399,2.662126973,0.860813704,2.069871585,4.144384085,2.984399558,7.15412,8.9915,0.015029066,0.013260007,0.067256637,0.030126038,-0.304127356,-0.182734775,-0.013761529,-0.183571752,0.154939403,-0.121034138,-0.491893391,-0.387691221,-0.561641923,0.113805344,-0.108628483,0.269904461,0.17921147,0.144278607,0.058631922,0.11582994,-0.075069509,-0.008365462,0.5,1.245132208,0.370687878,-0.01754386,-0.072528696,0.115830442,0.105770555,0.041755863,0.043498636
2004,2,04Q2,6938178244,0.000756611,0.000418573,,1.15E-05,2.19E-05,0,#REF!,0.000468909,0.001633905,0.001282203,,,,,0.000176794,0.000193859,-1.15E-07,0.000443948,0.000760944,,,0.000320423,0.001570633,2.05E-05,0,0.008101262,0.00043062,7.38E-05,,0.000384274,8.06E-05,-0.000108018,,0,,-0.270440252,-0.563187308,-0.115159792,-0.22037991,0.364416513,0.349753695,-0.494699647,-0.351598174,-0.407322176,-1,-0.086284722,3.118644068,2.598621144,0.092635213,2.203087025,-0.0516687,0.956658122,3.47572,6.90407,0.17938958,-0.033910469,0.069651741,0.417188899,-0.150295999,-0.549304569,0.201525018,-0.344644414,0.417582512,-0.088910582,0.101174621,0.129107891,1.395878992,0.208964709,-0.101689271,-0.145253477,0.37993921,-0.064492754,-0.003076923,-0.051519908,-0.031062124,-0.01717271,0.117647059,-0.326464991,-0.261492258,-0.029761905,-0.189991635,-0.051520496,-0.053271178,0.036989313,0.069762721
2004,3,04Q3,7274662222,0.000761835,0.000399844,,1.35E-05,2.55E-06,0,#REF!,0.000423642,0.001439604,0.001095354,,,,,6.77E-05,5.45E-05,-2.16E-06,0.000693977,0.000291002,,,0.001851699,0.001436296,1.49E-05,0,0.006811375,0.000177644,4.09E-05,,0.000126066,0.000140199,-0.000129474,,0,,0.62164751,1.590177466,0.080880217,0.194301053,-0.11657587,-0.093065693,0.965034965,0.216901408,0.648429227,#DIV/0!,0.417442523,0.106995885,3.010603128,-0.255924171,1.479628644,0.393323483,0.013060275,2.75767,4.91546,-0.080715364,0.019662921,-0.068217054,-0.152663719,0.556134848,2.092628864,-0.419326794,-0.409992741,0.693423441,0.248495929,0.269767626,0.189372277,0.604351701,-0.066604241,0.330216021,-0.00266208,0.348017621,-0.03020914,0.089506173,-0.057384677,-0.142709415,0.05321463,0.245614035,1.115033365,0.742245014,0,0.694738976,-0.057384743,-0.019639535,0.034244322,0.025774767
2004,4,04Q4,7643750726,0.00068684,0.000380593,,1.19E-06,1.76E-05,0,#REF!,0.000436198,0.001704767,0.001361886,,,,,6.23E-05,0.000105189,8.50E-06,0.000628967,0.000481468,,,0.000484806,0.001646063,1.77E-05,0,0.007839888,0.000351878,-4.89E-05,,-4.87E-05,0.000180535,0.000268938,,-0.510218597,,,-0.458891013,0.00505282,-0.131051176,0.371827787,0.068410463,-0.245551601,1.77662037,0.349036403,1.9,0.485254692,0.669144981,3.314403999,0.082802548,1.383570594,-0.855916707,2.535881349,4.86371,5.64042,0.235610526,0.029711085,0.237936772,0.31833996,-0.368013106,-0.295158948,-0.005064473,1.41716219,0.251303245,-0.420875902,-0.260133975,0.012078193,-0.568422489,0.095877049,-0.145598723,0.156674362,0.266339869,0.029552716,-0.009631728,-0.0015908,-0.116405326,0.025197287,-0.422535211,-1.837874538,-1.274080497,-0.024539877,-0.533630734,-0.001590008,0.010735373,0.049578785,0.006783538
2005,1,05Q1,7952489411,0.000644644,0.000370957,,9.52E-06,1.84E-05,8.82E-07,#REF!,0.000422974,0.001255715,0.001156687,,,,,9.64E-05,2.07E-05,1.11E-06,0.000500407,0.00059188,,,-0.000130794,0.001417967,1.46E-05,3.73E-07,0.00735774,0.000744433,6.84E-05,,7.63E-05,0.000335118,0.000264614,0.451376943,3.997415367,,,-0.497938751,0.365434014,0.253481894,0.423825805,0.417740113,1.216037736,-0.321217174,0.282380952,-0.231034483,-0.217960289,-0.919153675,4.190002993,0.158823529,0.760653425,0.798038915,2.468229616,2.34351,0.13887,-0.009983838,0.07120589,-0.059139785,0.033930254,-0.324441521,-0.346811308,0.078830674,-0.482164822,0.129815552,0.136844767,0.126913945,-0.590537598,-0.323742957,0.173449703,-0.427508191,0.466151711,0.132903226,-0.031807603,0.08180778,0.005002765,0.210921517,-0.008368178,0,-1.594883097,-3.152175098,-0.037735849,0.341497615,0.005002206,-0.022172066,0.043625529,0.038572693
2005,2,05Q2,8112382372,0.000690964,0.000363887,,8.81E-06,2.68E-05,8.45E-07,#REF!,0.000397582,0.001263312,0.001161281,,,,,0.000156858,0.000104443,1.45E-06,0.000566198,0.000296068,,,0.000107534,0.001520811,1.19E-05,3.13E-07,0.006808604,0.00021696,4.95E-05,,6.60E-05,0.000102099,-6.90E-07,0.046822501,-0.385770766,,,2.098826979,0.035717302,-0.11015873,-0.5376128,0.952764273,1.803320562,4.541820192,0.317613566,-0.00896861,0.278592037,-0.41322314,1.792540445,0.379582628,2.982167438,5.350259874,5.052000864,-0.56842,8.78165,0.236367466,0.070146651,1.071428571,0.140565178,0.376210731,-0.080825365,-0.160141936,0.313784913,0.159301073,0.343721712,-0.249325792,0.076041163,0.299599265,0.038432508,1.077562542,0.035890678,0.173120729,0.012820513,0.170809096,0.004516261,-0.20124012,0.035703795,0.56097561,-0.155101458,0.315238935,-0.026143791,1.269589943,0.004517144,0.027291242,0.033320465,0.023022894
2005,3,05Q3,8349396650,0.000693456,0.000362977,,1.63E-05,2.44E-05,8.09E-07,#REF!,0.000414847,0.001310308,0.001123635,,,,,7.16E-05,6.90E-05,5.47E-07,0.000547846,0.000636103,,,0.000177656,0.001562899,1.13E-05,3.06E-07,0.007505494,0.000671497,8.46E-05,,0.000205528,0.000192381,0.000189036,0.262511199,0.807489648,,,-0.360177912,0.187348248,0.018194791,1.945469455,-0.420902264,-0.753910402,-0.156721297,0.041991545,-0.692307692,0.087643289,3.178403756,3.214273204,-0.01635323,2.435822319,1.290310273,3.250753287,7.19979,-2.14523,-0.080586081,0.050060756,-0.343448276,-0.058983376,-0.009975236,0.125565776,0.058824264,0.911221945,0.043330849,-0.231754403,0.25850111,0.194544288,0.402592731,0.094739175,-0.18466026,0.333087568,0.138834951,0.065664557,0.323396567,0.072902316,0.162314694,0.005141326,-0.25,-0.079778547,-0.17798505,0,-0.389666586,0.072902863,0.074411842,0.026374744,0.04624641
2005,4,05Q4,8402782524,0.000684591,0.000374481,,1.33E-05,2.39E-05,7.97E-07,#REF!,0.000406233,0.001299598,0.001192744,,,,,0.000140428,0.00030042,5.00E-06,0.000352408,0.000501584,,,0.000250747,0.001449634,1.14E-05,2.69E-07,0.007064257,0.000350853,-6.66E-06,,0.000104172,0.000183988,6.94E-05,-0.062492202,-0.538098943,,,0.351131489,-0.023112346,0.109495445,-0.526169265,0.789221444,-0.484726936,-0.474113009,0.423548503,10.32352941,1.287966805,11.37078652,2.069645423,0.246051538,2.619469796,0.906528251,4.354093677,5.64137,4.72519,0.025016214,0.034614502,-0.266806723,0.103108544,0.250610046,-0.168634064,0.086770338,-0.919852557,-0.087120234,1.268325558,0.244446867,-0.410133792,0.346264473,-0.024146871,0.316485499,0.317521185,0.151747656,0.017817372,-0.27337884,0.01457351,-0.115968365,0.043226506,-0.125,2.482317401,0.630608077,-0.046979866,-0.445005462,0.014573738,0.005904785,0.024316865,0.016851343
2006,1,06Q1,8821203347,0.000640453,0.000378234,,1.14E-05,1.08E-05,8.44E-07,#REF!,0.000387684,0.001151591,0.00119215,,,,,0.000103696,2.59E-05,3.68E-06,0.000560088,0.000779934,,,7.20E-05,0.001478082,1.23E-05,3.00E-07,0.007558654,0.000792538,-3.33E-05,,0.000350193,0.000245983,0.000229635,0.275756227,1.628707338,,,0.013902573,0.231379154,0.094268119,1.061104583,-0.191570378,3.753293413,0.082708646,0.421659278,-0.875324675,-0.173231774,-0.97729337,5.14674316,0.00233489,3.788656169,1.727200388,2.009009027,7.00763,7.28977,0.09527253,-0.064303087,-0.164756447,0.12842624,0.085878846,2.922491808,0.120074338,27.61660562,0.007526858,-0.220233625,-0.180133969,2.575332483,0.816002014,0.019842822,0.376077111,0.000407438,0.071798668,0.10940919,-0.137153593,0.086403776,0.635302114,-0.002228715,0.142857143,-0.533538432,-0.296121296,-0.021126761,0.742848669,0.086402349,0.05711141,0.000405835,0.043991881
2006,2,06Q2,9067258455,0.000671526,0.00039305,,3.81E-05,1.07E-05,8.00E-07,#REF!,0.000383663,0.001136518,0.001233892,,,,,0.00012457,4.11E-05,1.04E-05,0.000439629,0.000731896,,,0.000172349,0.001549231,1.45E-05,2.72E-07,0.007313835,0.000582534,5.40E-05,,6.54E-05,0.000264503,0.000198622,0.155982774,-0.014876049,,,-0.684517383,0.099392423,-0.046320346,-0.164196123,-0.032808186,-0.892920131,-0.754211862,-0.357626515,0.041666667,-0.328770729,2.12,1.633059639,-0.261231281,4.325307959,1.601265169,1.23074951,7.11703,2.07398,-0.116839977,0.050251399,-0.377358491,-0.162527293,-0.443323847,-0.740893225,-0.063008998,-0.544224943,-0.134096953,-0.254806031,-0.184553359,0.355974522,-0.666877735,-0.016697775,-0.106608773,0.204336826,0.04281768,-0.034188034,0.008165487,-0.008035407,-0.217135665,0.005889442,-0.354166667,-0.461439047,-0.268188789,0,0.046767536,-0.008034332,-0.023368811,-0.011411342,0.05779013
2006,3,06Q3,9320258847,0.00066881,0.000403241,,2.60E-05,1.05E-05,7.61E-07,#REF!,0.00037854,0.001122817,0.001134961,,,,,9.94E-05,0.000435642,4.73E-06,0.000581563,0.000371266,,,0.000198715,0.001375109,9.69E-06,2.60E-07,0.007161605,0.000638001,0.000129457,,0.000236118,0.000140274,0.000132153,0.099617863,-0.004508927,,,4.349760438,0.104162683,-0.059161749,0.949749886,0.643492863,15.2,7.306103286,-0.214979196,6.5,1.558169935,33.70512821,0.053235991,0.692342342,2.764162271,-0.358126239,0.829217433,0.5492,6.18663,0.013082584,0.037739258,0.515151515,-0.017761121,2.062691636,0.903780464,0.103426962,1.209511327,0.15373781,0.670031059,0.736341109,-0.353049491,0.166484833,0.101343903,0.068759653,0.288211773,-0.000662252,-0.054458816,0.002159827,-0.048263684,-0.320278943,0.07785031,1.580645161,1.760595046,0.072153576,-0.043165468,-1.42576185,-0.048263875,-0.041814736,0.002681557,-0.013873462
